Expense Date,Expense Description,Expense Account,Expense Account Code,Paid Through,Paid Through Account Code,Vendor,Vendor Number,Project Name,Entry Number,Currency Code,Exchange Rate,Is Inclusive Tax,Mileage Rate,Mileage Unit,Distance,Start Odometer Reading,End Odometer Reading,Mileage Type,Vehicle Name,Claimant Email,Tax Name,Tax Percentage,Tax Type,Item Tax Authority,Tax Amount,Expense Amount,Total,Reference#,Is Billable,Customer Name,Customer Number,Expense Reference ID,Recurrence Name,ExpenseReport Name,Is Reimbursable,TYPE
2024-01-06,KY-IN RIVERLINK TOLL,4103-Consult Fees,4103,P1103.2-SoFi Checking,P1103.2,,,,99,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,25.16,25.16,,false,Servicios Rice-Velasquez,CUS-2,5076739000000092803,,,false,
2024-01-06,ADOBE  *PRODUCTS,5105P-Dues and Subscriptions,5105P,P1103.2-SoFi Checking,P1103.2,,,,100,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,21.39,21.39,,false,Servicios Rice-Velasquez,CUS-2,5076739000000092823,,,false,
2024-01-06,ZOHO BOOKS,4103-Consult Fees,4103,P1103.2-SoFi Checking,P1103.2,,,,101,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,20.00,20.00,,false,Servicios Rice-Velasquez,CUS-2,5076739000000092843,,,false,
2024-01-30,Spotify,5105P-Dues and Subscriptions,5105P,P1103.2-SoFi Checking,P1103.2,Spotify,VEN-27,,102,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,10.99,10.99,,false,,,5076739000000092975,,,false,
2024-01-30,Pizza Hut,4804-Deductible Meals,4804,P1103.2-SoFi Checking,P1103.2,Pizza Hut,VEN-28,,103,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,32.14,32.14,,false,,,5076739000000093007,,,false,
2024-02-04,UBER * PENDING,4800-Travel Expense,4800,P1103.2-SoFi Checking,P1103.2,Uber,VEN-29,,104,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,7.13,7.13,,false,,,5076739000000093103,,,false,
2024-02-03,GSUITE CJR-CO.C,4103-Consult Fees,4103,P1103.2-SoFi Checking,P1103.2,,,,105,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,12.00,12.00,,false,Servicios Rice-Velasquez,CUS-2,5076739000000093127,,,false,
2024-02-02,TESLA,5105P-Dues and Subscriptions,5105P,P1103.2-SoFi Checking,P1103.2,Tesla,VEN-30,,106,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,9.99,9.99,,false,,,5076739000000093157,,,false,
2024-05-25,Zaitullah Jan Khebarkhil,4103-Consult Fees,4103,P1103.2-SoFi Checking,P1103.2,Zaitullah Jan Khebarkhil,VEN-62,,107,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,50.00,50.00,,false,,,5076739000000149027,,,false,
2024-05-25,TESLA SUPERCHARGER US,4022-Fuel Charging,4022,P1103.2-SoFi Checking,P1103.2,Tesla Inc Supercharger,VEN-14,,108,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,10.89,10.89,,false,Servicios Rice-Velasquez,CUS-2,5076739000000149049,,,false,
2024-05-25,Spotify,4103-Consult Fees,4103,P1103.2-SoFi Checking,P1103.2,Spotify,VEN-27,,109,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,10.99,10.99,,false,Servicios Rice-Velasquez,CUS-2,5076739000000149071,,,false,
2024-05-25,ROOT INSURANCE,4021-Car/Auto Insurance,4021,P1103.2-SoFi Checking,P1103.2,SRVGroup,VEN-8,,110,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,30.34,30.34,,false,Servicios Rice-Velasquez,CUS-2,5076739000000149093,,,false,
2024-05-25,PROLIFT GARAGE DOORS I,P4500-Repairs and Maintenance,P4500,P1103.2-SoFi Checking,P1103.2,PROLIFT GARAGE DOORS,VEN-33,,111,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,569.00,569.00,,false,,,5076739000000149137,,,false,
2024-05-25,McDonald's,4804-Deductible Meals,4804,P1103.2-SoFi Checking,P1103.2,,,,112,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,31.61,31.61,,false,,,5076739000000149159,,,false,
2024-05-25,DD *DOORDASH BURGERKIN,4804-Deductible Meals,4804,P1103.2-SoFi Checking,P1103.2,,,,113,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,33.93,33.93,,false,,,5076739000000149179,,,false,
2024-05-25,DD *DOORDASH ALDI,4804-Deductible Meals,4804,P1103.2-SoFi Checking,P1103.2,DD *Doordash,VEN-7,,114,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,32.04,32.04,,false,,,5076739000000150071,,,false,
2024-05-20,FIN CTR ECM WEB,P2601-FCFCU Mortgage 1,P2601,P1103.2-SoFi Checking,P1103.2,FCFCU,VEN-20,,115,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,1244.09,1244.09,,false,,,5076739000000150093,,,false,
2024-05-21,McDonald's,4804-Deductible Meals,4804,P1103.2-SoFi Checking,P1103.2,McDonald's,VEN-6,,116,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,18.97,18.97,,false,,,5076739000000150115,,,false,
2024-04-13,McDonald's,4804-Deductible Meals,4804,P1103.2-SoFi Checking,P1103.2,McDonald's,VEN-6,,117,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,5.46,5.46,,false,,,5076739000000150159,,,false,
2024-05-22,Amazon,4200-Office Expense,4200,P1103.2-SoFi Checking,P1103.2,Amazon,VEN-4,,118,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,13.18,13.18,,false,,,5076739000000150181,,,false,
2024-04-13,McDonald's,4804-Deductible Meals,4804,P1103.2-SoFi Checking,P1103.2,McDonald's,VEN-6,,119,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,8.16,8.16,,false,,,5076739000000150203,,,false,
2024-05-22,DD *DOORDASH TACOBELL,4804-Deductible Meals,4804,P1103.2-SoFi Checking,P1103.2,DD *Doordash,VEN-7,,120,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,31.80,31.80,,false,,,5076739000000150225,,,false,
2024-05-19,DD *DOORDASH ALDI,4804-Deductible Meals,4804,P1103.2-SoFi Checking,P1103.2,DD *Doordash,VEN-7,,121,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,55.35,55.35,,false,,,5076739000000150269,,,false,
2024-05-08,Tracklib Holdings AB,5105P-Dues and Subscriptions,5105P,P1103.2-SoFi Checking,P1103.2,Traklib Holdings AB,VEN-1,,122,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,5.99,5.99,,false,,,5076739000000150291,,,false,
2024-05-19,INDIANA SECRETARY OF S,4103-Consult Fees,4103,P1103.2-SoFi Checking,P1103.2,Indiana Secretary of State,VEN-16,,123,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,95.00,95.00,,false,,,5076739000000150313,,,false,
2024-04-15,McDonald's,4804-Deductible Meals,4804,P1103.2-SoFi Checking,P1103.2,McDonald's,VEN-6,,124,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,11.18,11.18,,false,,,5076739000000150335,,,false,
2024-05-25,Amazon,4200-Office Expense,4200,P1103.2-SoFi Checking,P1103.2,Amazon,VEN-4,,125,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,54.97,54.97,,false,,,5076739000000150357,,,false,
2024-05-23,AMAZON.COM AMZN.COM/BI,4200-Office Expense,4200,P1103.2-SoFi Checking,P1103.2,Amazon,VEN-4,,126,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,31.01,31.01,,false,,,5076739000000150379,,,false,
2024-05-23,AMAZON.COM.PAYMENTS,4200-Office Expense,4200,P1103.2-SoFi Checking,P1103.2,Amazon,VEN-4,,127,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,63.28,63.28,,false,,,5076739000000150423,,,false,
2024-05-20,IN BIZ CONV. FEE,4103-Consult Fees,4103,P1103.2-SoFi Checking,P1103.2,IN BIZ Conv. Fee,VEN-13,,128,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,2.04,2.04,,false,,,5076739000000150445,,,false,
2024-05-24,DD *DOORDASH TACOBELL,4804-Deductible Meals,4804,P1103.2-SoFi Checking,P1103.2,DD *Doordash,VEN-7,,129,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,21.56,21.56,,false,,,5076739000000150467,,,false,
2024-05-15,DD *DOORDASHDASHPASS,4804-Deductible Meals,4804,P1103.2-SoFi Checking,P1103.2,DD *Doordash,VEN-7,,130,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,9.99,9.99,,false,,,5076739000000150489,,,false,
2024-04-12,Quickstop Liquors,4804-Deductible Meals,4804,P1103.2-SoFi Checking,P1103.2,Quickstop Liquors,VEN-34,,131,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,13.90,13.90,,false,,,5076739000000150533,,,false,
2024-04-13,CANVA* I04118-71732684,4904-IT and Internet Expenses,4904,P1103.2-SoFi Checking,P1103.2,canva,VEN-35,,132,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,14.99,14.99,,false,Servicios Rice-Velasquez,CUS-2,5076739000000150587,,,false,
2024-04-13,MURF.AI,4904-IT and Internet Expenses,4904,P1103.2-SoFi Checking,P1103.2,Murf.AI,VEN-23,,133,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,20.00,20.00,,false,,,5076739000000150609,,,false,
2024-04-13,MURF.AI,4904-IT and Internet Expenses,4904,P1103.2-SoFi Checking,P1103.2,Murf.AI,VEN-23,,134,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,29.00,29.00,,false,Servicios Rice-Velasquez,CUS-2,5076739000000150631,,,false,
2024-04-14,Meijer,4804-Deductible Meals,4804,P1103.2-SoFi Checking,P1103.2,Meijer,VEN-36,,135,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,31.19,31.19,,false,,,5076739000000150675,,,false,
2024-04-26,eBay ComAITKOD1Z,4103-Consult Fees,4103,P1103.2-SoFi Checking,P1103.2,Ebay,VEN-37,,136,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,3.96,3.96,,false,Servicios Rice-Velasquez,CUS-2,5076739000000150719,,,false,
2024-05-18,CANVA* I04148-54916264,4904-IT and Internet Expenses,4904,P1103.2-SoFi Checking,P1103.2,canva,VEN-35,,137,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,14.99,14.99,,false,,,5076739000000150781,,,false,
2024-05-18,MURF.AI,4203-Software Subscription,4203,P1103.2-SoFi Checking,P1103.2,Murf.AI,VEN-23,,138,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,49.00,49.00,,false,SRV1,CUS-5,5076739000000155039,,,false,
2024-05-19,SRV1NE,4103-Consult Fees,4103,P1103.2-SoFi Checking,P1103.2,SRVONE LLC,VEN-42,,139,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,109.00,109.00,,false,SRV1,CUS-5,5076739000000155101,,,false,
2024-05-21,SRV1NE,4103-Consult Fees,4103,P1103.2-SoFi Checking,P1103.2,SRVONE LLC,VEN-42,,140,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,30.00,30.00,,false,,,5076739000000155133,,,false,
2024-05-05,SRV1NE,4103-Consult Fees,4103,P1103.2-SoFi Checking,P1103.2,SRVONE LLC,VEN-42,,141,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,4.28,4.28,,false,,,5076739000000155155,,,false,
2024-05-19,SRV1NE,4103-Consult Fees,4103,P1103.2-SoFi Checking,P1103.2,SRVONE LLC,VEN-42,,142,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,149.00,149.00,,false,,,5076739000000155177,,,false,
2024-05-22,SRV1NE,4103-Consult Fees,4103,P1103.2-SoFi Checking,P1103.2,SRVONE LLC,VEN-42,,143,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,100.00,100.00,,false,,,5076739000000155199,,,false,
2024-05-20,RMTLY* AF34F,P4980.1-Honduras Expense,P4980.1,P1103.2-SoFi Checking,P1103.2,Remitly,VEN-11,,144,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,127.45,127.45,,false,,,5076739000000155227,,,false,
2024-05-21,Comcast,4103-Consult Fees,4103,P1103.2-SoFi Checking,P1103.2,Comcast,VEN-43,,145,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,96.51,96.51,,false,Califas Printing LLC,CUS-6,5076739000000157055,,,false,
2024-05-21,Lyft,4800-Travel Expense,4800,P1103.2-SoFi Checking,P1103.2,Lyft,VEN-45,,146,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,17.72,17.72,,false,,,5076739000000157171,,,false,
2024-05-21,Meijer,P4810-Groceries,P4810,P1103.2-SoFi Checking,P1103.2,Meijer,VEN-36,,147,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,44.09,44.09,,false,,,5076739000000157193,,,false,
2024-05-23,Pizza Hut,4804-Deductible Meals,4804,P1103.2-SoFi Checking,P1103.2,Pizza Hut,VEN-28,,148,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,30.35,30.35,,false,,,5076739000000157245,,,false,
2024-05-23,ZOHO-ZOHO CORP,4904-IT and Internet Expenses,4904,P1103.2-SoFi Checking,P1103.2,Zoho Corporation,VEN-5,,149,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,45.00,45.00,,false,,,5076739000000157277,,,false,
2024-05-24,CASH APP*EL BAGGCHA A,P4890-Entertainment,P4890,P1103.2-SoFi Checking,P1103.2,,,,150,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,180.00,180.00,,false,,,5076739000000157351,,,false,
2024-05-20,"Carvana, LLC",P2300-Car Loans,P2300,P1103.1-SoFi Savings,P1103.1,CARVANA,VEN-47,,151,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,10710.00,10710.00,,false,,,5076739000000168483,,,false,
2024-05-20,CVNA NONREFSHIP,P2300-Car Loans,P2300,P1103.1-SoFi Savings,P1103.1,CARVANA,VEN-47,,152,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,290.00,290.00,,false,,,5076739000000168505,,,false,
2024-06-10,ZOHO BOOKS,4203-Software Subscription,4203,P1103.4-SoFi Checking,P1103.4,Zoho Corporation,VEN-5,,153,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,50.00,50.00,,false,Servicios Rice-Velasquez,CUS-2,5076739000000168891,,,false,
2024-06-10,McDonald's,4804-Deductible Meals,4804,P1103.4-SoFi Checking,P1103.4,McDonald's,VEN-6,,154,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,29.59,29.59,,false,,,5076739000000168913,,,false,
2024-06-10,"DD *DOORDASH BURGERKIN
MEAL FOR ZAI AND I DURING MEETING.",4804-Deductible Meals,4804,P1103.4-SoFi Checking,P1103.4,DD *Doordash,VEN-7,,155,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,33.40,33.40,,false,Servicios Rice-Velasquez,CUS-2,5076739000000168945,,,false,
2024-05-26,TESLA SUPERCHARGER US,4022-Fuel Charging,4022,P1103.4-SoFi Checking,P1103.4,Tesla Inc Supercharger,VEN-14,,165,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,14.19,14.19,,false,,,5076739000000170392,,,false,
2024-06-01,DD *DOORDASH BURGERKIN,4804-Deductible Meals,4804,P1103.4-SoFi Checking,P1103.4,DD *Doordash,VEN-7,,166,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,50.00,50.00,,false,,,5076739000000170414,,,false,
2024-05-27,TESLA SUPERCHARGER US,4022-Fuel Charging,4022,P1103.4-SoFi Checking,P1103.4,Tesla Inc Supercharger,VEN-14,,167,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,12.87,12.87,,false,,,5076739000000170436,,,false,
2024-05-28,TESLA SUPERCHARGER US,4022-Fuel Charging,4022,P1103.4-SoFi Checking,P1103.4,Tesla Inc Supercharger,VEN-14,,168,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,11.55,11.55,,false,,,5076739000000170458,,,false,
2024-05-26,PRECISION ROLLER,4201-Office Supplies,4201,P1103.4-SoFi Checking,P1103.4,Precision Roller,VEN-50,,170,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,60.46,60.46,,false,,,5076739000000170530,,,false,
2024-05-26,Amazon,4201-Office Supplies,4201,P1103.4-SoFi Checking,P1103.4,Amazon,VEN-4,,171,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,35.98,35.98,,false,,,5076739000000171001,,,false,
2024-05-26,"CASH APP*CHARLYBROWN
Cut Grass",P4500-Repairs and Maintenance,P4500,P1103.4-SoFi Checking,P1103.4,Charly Contreras,VEN-51,,172,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,50.00,50.00,,false,,,5076739000000171043,,,false,
2024-05-27,Amazon,4201-Office Supplies,4201,P1103.4-SoFi Checking,P1103.4,Amazon,VEN-4,,173,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,94.73,94.73,,false,,,5076739000000171065,,,false,
2024-05-27,CASH APP*CHARLYBROWN,4204-Janitorial,4204,P1103.4-SoFi Checking,P1103.4,Charly Contreras,VEN-51,,174,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,10.00,10.00,,false,,,5076739000000171087,,,false,
2024-05-27,CASH APP*CODY RICE VEL,P4890-Entertainment,P4890,P1103.4-SoFi Checking,P1103.4,,,,175,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,10.00,10.00,,false,,,5076739000000171109,,,false,
2024-05-27,DD *DOORDASH TACOBELL,4804-Deductible Meals,4804,P1103.4-SoFi Checking,P1103.4,DD *Doordash,VEN-7,,176,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,31.21,31.21,,false,,,5076739000000171129,,,false,
2024-06-04,Amazon,4201-Office Supplies,4201,P1103.4-SoFi Checking,P1103.4,Amazon,VEN-4,,177,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,43.85,43.85,,false,,,5076739000000171171,,,false,
2024-06-04,AMAZON.COM AMZN.COM/BI,4201-Office Supplies,4201,P1103.4-SoFi Checking,P1103.4,Amazon,VEN-4,,178,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,3.64,3.64,,false,,,5076739000000171193,,,false,
2024-05-28,AMAZON.COM.PAYMENTS,4201-Office Supplies,4201,P1103.4-SoFi Checking,P1103.4,Amazon,VEN-4,,179,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,78.09,78.09,,false,,,5076739000000171215,,,false,
2024-06-04,Amazon,4201-Office Supplies,4201,P1103.4-SoFi Checking,P1103.4,Amazon,VEN-4,,180,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,9.12,9.12,,false,,,5076739000000171237,,,false,
2024-05-28,Amazon,4201-Office Supplies,4201,P1103.4-SoFi Checking,P1103.4,Amazon,VEN-4,,181,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,28.87,28.87,,false,,,5076739000000171259,,,false,
2024-06-06,Amazon.com,4201-Office Supplies,4201,P1103.4-SoFi Checking,P1103.4,Amazon,VEN-4,,182,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,8.35,8.35,,false,,,5076739000000171281,,,false,
2024-05-29,Amazon.com,4201-Office Supplies,4201,P1103.4-SoFi Checking,P1103.4,Amazon,VEN-4,,183,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,32.07,32.07,,false,,,5076739000000171303,,,false,
2024-06-03,AMAZON.COM AMZN.COM/BI,4201-Office Supplies,4201,P1103.4-SoFi Checking,P1103.4,Amazon,VEN-4,,184,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,9.07,9.07,,false,,,5076739000000171325,,,false,
2024-06-03,Amazon,4201-Office Supplies,4201,P1103.4-SoFi Checking,P1103.4,Amazon,VEN-4,,185,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,10.59,10.59,,false,,,5076739000000171347,,,false,
2024-06-10,Amazon,4201-Office Supplies,4201,P1103.4-SoFi Checking,P1103.4,Amazon,VEN-4,,186,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,20.31,20.31,,false,,,5076739000000171369,,,false,
2024-06-03,AMAZON MAR* 113-512758,4201-Office Supplies,4201,P1103.4-SoFi Checking,P1103.4,Amazon,VEN-4,,187,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,27.81,27.81,,false,,,5076739000000171391,,,false,
2024-06-03,AMAZON.COM AMZN.COM/BI,4201-Office Supplies,4201,P1103.4-SoFi Checking,P1103.4,Amazon,VEN-4,,188,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,7.81,7.81,,false,,,5076739000000171413,,,false,
2024-06-10,Amazon,4201-Office Supplies,4201,P1103.4-SoFi Checking,P1103.4,Amazon,VEN-4,,189,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,10.12,10.12,,false,,,5076739000000171435,,,false,
2024-06-03,AMAZON MAR* 113-464251,4201-Office Supplies,4201,P1103.4-SoFi Checking,P1103.4,Amazon,VEN-4,,190,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,19.25,19.25,,false,,,5076739000000171457,,,false,
2024-06-09,Amazon,4201-Office Supplies,4201,P1103.4-SoFi Checking,P1103.4,Amazon,VEN-4,,191,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,27.75,27.75,,false,,,5076739000000171479,,,false,
2024-06-02,AMAZON.COM AMZN.COM/BI,4201-Office Supplies,4201,P1103.4-SoFi Checking,P1103.4,Amazon,VEN-4,,192,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,16.40,16.40,,false,,,5076739000000171501,,,false,
2024-06-09,AMAZON MAR* 112-145473,4201-Office Supplies,4201,P1103.4-SoFi Checking,P1103.4,Amazon,VEN-4,,193,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,53.58,53.58,,false,,,5076739000000171523,,,false,
2024-06-03,Amazon.com,4201-Office Supplies,4201,P1103.4-SoFi Checking,P1103.4,Amazon,VEN-4,,194,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,8.70,8.70,,false,,,5076739000000171545,,,false,
2024-06-09,AMAZON MAR* 112-286836,4201-Office Supplies,4201,P1103.4-SoFi Checking,P1103.4,Amazon,VEN-4,,195,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,9.62,9.62,,false,,,5076739000000171567,,,false,
2024-06-03,Amazon,4201-Office Supplies,4201,P1103.4-SoFi Checking,P1103.4,Amazon,VEN-4,,196,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,35.68,35.68,,false,,,5076739000000171589,,,false,
2024-06-03,Amazon.com,4201-Office Supplies,4201,P1103.4-SoFi Checking,P1103.4,Amazon,VEN-4,,197,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,6.16,6.16,,false,,,5076739000000171611,,,false,
2024-06-06,Amazon,4201-Office Supplies,4201,P1103.4-SoFi Checking,P1103.4,Amazon,VEN-4,,198,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,42.79,42.79,,false,,,5076739000000171633,,,false,
2024-06-06,Amazon,4201-Office Supplies,4201,P1103.4-SoFi Checking,P1103.4,Amazon,VEN-4,,199,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,85.97,85.97,,false,,,5076739000000171655,,,false,
2024-05-29,Amazon.com,4201-Office Supplies,4201,P1103.4-SoFi Checking,P1103.4,Amazon,VEN-4,,200,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,19.12,19.12,,false,,,5076739000000171677,,,false,
2024-06-01,Amazon,4201-Office Supplies,4201,P1103.4-SoFi Checking,P1103.4,Amazon,VEN-4,,201,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,79.24,79.24,,false,,,5076739000000171699,,,false,
2024-06-01,Amazon.com,4201-Office Supplies,4201,P1103.4-SoFi Checking,P1103.4,Amazon,VEN-4,,202,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,17.45,17.45,,false,,,5076739000000171721,,,false,
2024-05-28,McDonald's,4804-Deductible Meals,4804,P1103.4-SoFi Checking,P1103.4,McDonald's,VEN-6,,203,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,23.31,23.31,,false,,,5076739000000171745,,,false,
2024-05-28,TEMU.COM,P4000-Expenses (Personal),P4000,P1103.4-SoFi Checking,P1103.4,Temu,VEN-52,,204,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,53.77,53.77,,false,,,5076739000000171777,,,false,
2024-05-28,Walgreens,P4810-Groceries,P4810,P1103.4-SoFi Checking,P1103.4,Walgreens,VEN-53,,205,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,57.16,57.16,,false,,,5076739000000171809,,,false,
2024-05-29,DD *DOORDASH JACKSDONU,4804-Deductible Meals,4804,P1103.4-SoFi Checking,P1103.4,DD *Doordash,VEN-7,,206,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,17.24,17.24,,false,,,5076739000000171841,,,false,
2024-06-10,DD *DOORDASH JACKSDONU,4804-Deductible Meals,4804,P1103.4-SoFi Checking,P1103.4,DD *Doordash,VEN-7,,207,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,26.88,26.88,,false,,,5076739000000171873,,,false,
2024-05-30,DD *DOORDASH JACKINTHE,4804-Deductible Meals,4804,P1103.4-SoFi Checking,P1103.4,DD *Doordash,VEN-7,,208,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,45.63,45.63,,false,,,5076739000000171895,,,false,
2024-06-04,DD *DOORDASH JACKSDONU,4804-Deductible Meals,4804,P1103.4-SoFi Checking,P1103.4,DD *Doordash,VEN-7,,209,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,17.24,17.24,,false,,,5076739000000171917,,,false,
2024-06-09,DD *DOORDASH JACKINTHE,4804-Deductible Meals,4804,P1103.4-SoFi Checking,P1103.4,DD *Doordash,VEN-7,,210,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,30.62,30.62,,false,,,5076739000000171939,,,false,
2024-06-07,DD *DOORDASH PAPAJOHNS,4804-Deductible Meals,4804,P1103.4-SoFi Checking,P1103.4,DD *Doordash,VEN-7,,211,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,30.03,30.03,,false,,,5076739000000171961,,,false,
2024-06-03,DD *DOORDASH TACOBELL,4804-Deductible Meals,4804,P1103.4-SoFi Checking,P1103.4,DD *Doordash,VEN-7,,212,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,21.46,21.46,,false,,,5076739000000171983,,,false,
2024-05-31,DD *DOORDASH TACOBELL,4804-Deductible Meals,4804,P1103.4-SoFi Checking,P1103.4,DD *Doordash,VEN-7,,213,USD,1,false,0,,,,,NonMileage,,,,,ItemAmount,,0.00,27.38,27.38,,false,,,5076739000000172005,,,false,
