date,Ref-num,type,subtotal,fee,amount,status,memo,counterparty,note
2026-03-04 17:21:14 CST,,Borrow,-$0.60,,-$0.60,COMPLETE,Borrowing in Cash App,,Cash Balance
2026-03-04 17:16:55 CST,,,-$15.99,$0.00,-$15.99,COMPLETE,FREETAXUSACOM,,Cash Balance
2026-03-04 17:15:49 CST,#D-4K1LE8DR,P2P,$6.00,$0.00,$6.00,COMPLETE,taxes,Lisa English,Cash Balance
2026-03-04 17:13:32 CST,,Savings Internal Transfer,-$0.78,$0.00,-$0.78,COMPLETE,Savings,,Cash Balance
2026-03-04 17:11:29 CST,,Cash Card,-$15.99,$0.00,-$15.99,FAILED,FREETAXUSACOM,,Cash Balance
2026-03-04 09:57:35 CST,,,-$4.79,,-$4.79,COMPLETE,Afterpay,,Cash Balance
2026-03-04 09:57:33 CST,,Deposits,$4.79,$0.00,$4.79,FAILED,Add Cash,,Mastercard debit 5228
2026-03-04 09:56:23 CST,,,-$8.96,,-$8.96,COMPLETE,Afterpay,,Cash Balance
2026-03-04 09:56:21 CST,,Deposits,$8.96,$0.00,$8.96,FAILED,Add Cash,,Mastercard debit 5228
2026-03-04 07:12:14 CST,,,-$3.55,,-$3.55,COMPLETE,Afterpay,,Cash Balance
2026-03-04 07:12:13 CST,,Deposits,$3.55,$0.00,$3.55,FAILED,Add Cash,,Mastercard debit 5228
2026-03-04 03:27:31 CST,#D-34MPXQL8,P2P,-$6.01,$0.00,-$6.01,COMPLETE,anything,Lisa English,Cash Balance
2026-03-04 03:27:11 CST,ST$_MO_6tmkca64x4wkzg4wpwxcev-0002,Overdraft,-$9.99,$0.00,-$9.99,COMPLETE,repayment,,Cash Balance
2026-03-04 03:27:10 CST,,Deposits,$16.00,$0.00,$16.00,COMPLETE,Add Cash,,Visa debit 0943
2026-03-04 01:49:55 CST,,,-$9.99,$0.00,-$9.99,COMPLETE,UBER *ONE MEMBERSHIP,,Cash Balance
2026-03-03 09:04:28 CST,,,-$45.98,,-$45.98,COMPLETE,Afterpay,,Cash Balance
2026-03-03 09:04:27 CST,,,-$3.74,,-$3.74,COMPLETE,Afterpay,,Cash Balance
2026-03-03 09:04:26 CST,,Deposits,$45.98,$0.00,$45.98,FAILED,Add Cash,,Mastercard debit 5228
2026-03-03 01:41:53 CST,,,-$0.76,$0.00,-$0.76,COMPLETE,Savings,,Cash Balance
2026-03-02 21:46:20 CST,,Cash Card,-$15.99,$0.00,-$15.99,COMPLETE,FreeTaxUSA.com,,Cash Balance
2026-03-02 21:46:10 CST,ST$_PE_zb1pcy7wwxx9jrnp4gqjs2-0001,Overdraft,-$9.51,$0.00,-$9.51,COMPLETE,repayment,,Cash Balance
2026-03-02 21:46:05 CST,#D-1QP3LP8Z,P2P,$30.00,$0.00,$30.00,COMPLETE,loan,Lisa English,Cash Balance
2026-03-02 20:29:48 CST,,,-$18.11,$0.00,-$18.11,COMPLETE,McDonalds 35249,,Cash Balance
2026-03-02 20:29:39 CST,#D-1QP63VJL,P2P,$1.00,$0.00,$1.00,COMPLETE,did,Zaitullah Khebarkhil,Cash Balance
2026-03-02 20:27:16 CST,,Cash Card,-$19.94,$0.00,-$19.94,FAILED,McDonalds 35249,,Cash Balance
2026-03-02 16:45:47 CST,,Deposits,$7.10,$0.00,$7.10,COMPLETE,Add Cash,,Visa debit 0943
2026-03-02 16:27:38 CST,,Cash Card,-$79.24,$0.00,-$79.24,COMPLETE,EXPEDIA 73386665961274,,Cash Balance
2026-03-02 16:26:19 CST,ST$_MO_pd405dnwecwcf5fnk9yxrx-0002,Overdraft,-$0.26,$0.00,-$0.26,COMPLETE,repayment,,Cash Balance
2026-03-02 16:26:19 CST,,Deposits,$80.00,$0.00,$80.00,COMPLETE,Add Cash,,Visa debit 0943
2026-03-01 17:27:39 CST,,,-$28.36,$0.00,-$28.36,COMPLETE,DD *DOORDASH MCDONALDS,,Cash Balance
2026-03-01 17:27:10 CST,,Cash Card,-$28.36,$0.00,-$28.36,FAILED,DD *DOORDASH MCDONALDS,,Cash Balance
2026-03-01 17:27:08 CST,,Cash Card,-$28.36,$0.00,-$28.36,FAILED,DD *DOORDASH MCDONALDS,,Cash Balance
2026-03-01 17:27:07 CST,,Cash Card,-$28.36,$0.00,-$28.36,FAILED,DD *DOORDASH MCDONALDS,,Cash Balance
2026-03-01 16:49:06 CST,ST$_PE_43k5gm8ast60er6ktev7jc-0001,Overdraft,-$8.96,$0.00,-$8.96,COMPLETE,repayment,,Cash Balance
2026-03-01 16:49:02 CST,#D-MKN6Q3XK,P2P,$10.00,$0.00,$10.00,COMPLETE,fo’’d,Zaitullah Khebarkhil,Cash Balance
2026-03-01 15:55:12 CST,,,$27.06,,$27.06,COMPLETE,Afterpay,,Cash Balance
2026-03-01 12:29:06 CST,,Cash Card,-$9.99,$0.00,-$9.99,FAILED,UBER   *ONE MEMBERSHIP,,Cash Balance
2026-03-01 12:29:05 CST,,Cash Card,-$9.99,$0.00,-$9.99,FAILED,UBER *ONE MEMBERSHIP,,Cash Balance
2026-03-01 10:17:21 CST,,Savings Interest Payment,-$0.01,$0.00,-$0.01,COMPLETE,Savings,,Cash Balance
2026-03-01 02:23:02 CST,,Cash Card,-$9.99,$0.00,-$9.99,FAILED,UBER   *ONE MEMBERSHIP,,Cash Balance
2026-03-01 02:23:01 CST,,Cash Card,-$9.99,$0.00,-$9.99,FAILED,UBER *ONE MEMBERSHIP,,Cash Balance
2026-02-28 16:29:11 CST,,,-$4.06,$0.00,-$4.06,COMPLETE,LETTERSTREAM.COM,,Cash Balance
2026-02-28 16:28:31 CST,ST$_PE_8kj9j0k0j74034gvrrktz3-0001,Overdraft,-$5.00,$0.00,-$5.00,COMPLETE,repayment,,Cash Balance
2026-02-28 16:28:28 CST,#D-92QK72NL,P2P,$5.00,$0.00,$5.00,COMPLETE,Cody.Zai,Zai Khebarkhil,Cash Balance
2026-02-28 15:17:57 CST,,Cash Card,-$9.99,$0.00,-$9.99,FAILED,UBER   *ONE MEMBERSHIP,,Cash Balance
2026-02-28 15:17:56 CST,,Cash Card,-$9.99,$0.00,-$9.99,FAILED,UBER *ONE MEMBERSHIP,,Cash Balance
2026-02-28 10:23:02 CST,,,-$5.00,$0.00,-$5.00,COMPLETE,ELEVENLABS.IO,,Cash Balance
2026-02-28 00:25:24 CST,,,-$11.80,$0.00,-$11.80,COMPLETE,"Tesla, Inc. SUPERCHARGER",,Cash Balance
2026-02-27 21:14:57 CST,,Cash Card,-$27.06,$0.00,-$27.06,COMPLETE,DD *DOORDASH PAPAJOHNS,,Cash Balance
2026-02-27 20:56:10 CST,#D-34KQO1ND,P2P,$15.00,$0.00,$15.00,COMPLETE,sand  don’t send it back don’t send it,Zaitullah Khebarkhil,Cash Balance
2026-02-27 18:43:05 CST,,Cash Card,-$24.05,$0.00,-$24.05,COMPLETE,CVS/PHARMACY #07653,,Cash Balance
2026-02-27 18:29:17 CST,,Borrow,-$54.72,,-$54.72,COMPLETE,Borrowing in Cash App,,Cash Balance
2026-02-27 18:29:03 CST,,,-$79.72,$0.00,-$79.72,COMPLETE,Cash Reward,,Cash Balance
2026-02-27 18:25:21 CST,,Borrow,$56.07,,$56.07,COMPLETE,Borrowing in Cash App,,Cash Balance
2026-02-27 18:24:40 CST,,,-$6.27,,-$6.27,COMPLETE,Afterpay,,Cash Balance
2026-02-27 18:23:12 CST,#D-5PE36VKD,P2P,-$15.00,$0.00,-$15.00,COMPLETE,Gigi food,Zaitullah Khebarkhil,Cash Balance
2026-02-27 18:22:56 CST,,Deposits,$142.65,$0.00,$142.65,COMPLETE,Add Cash,,Visa debit 0943
2026-02-27 15:57:50 CST,,Borrow,-$39.40,,-$39.40,COMPLETE,Borrowing in Cash App,,Cash Balance
2026-02-27 15:57:48 CST,,Deposits,$39.40,$0.00,$39.40,FAILED,Add Cash,,Mastercard debit 5228
2026-02-27 15:57:20 CST,,Borrow,-$4.15,,-$4.15,COMPLETE,Borrowing in Cash App,,Cash Balance
2026-02-27 15:52:09 CST,,Borrow,-$7.94,,-$7.94,COMPLETE,Borrowing in Cash App,,Cash Balance
2026-02-27 15:52:06 CST,,Deposits,$7.94,$0.00,$7.94,FAILED,Add Cash,,Mastercard debit 5228
2026-02-27 11:19:22 CST,,Cash Card,-$6.48,$0.00,-$6.48,COMPLETE,McDonalds 6745,,Cash Balance
2026-02-27 10:59:07 CST,,Cash Card,-$9.36,$0.00,-$9.36,COMPLETE,TELLO US,,Cash Balance
2026-02-27 00:30:59 CST,,,-$0.01,$0.00,-$0.01,COMPLETE,Savings,,Cash Balance
2026-02-26 21:37:03 CST,#D-MK448K5N,P2P,-$5.00,$0.00,-$5.00,COMPLETE,loan,Zaitullah Khebarkhil,Cash Balance
2026-02-26 20:38:41 CST,,,$25.00,,$25.00,COMPLETE,Afterpay,,Cash Balance
2026-02-26 14:02:29 CST,#D-3419NOE8,P2P,-$10.03,$0.00,-$10.03,COMPLETE,food,Zaitullah Khebarkhil,Cash Balance
2026-02-26 13:56:27 CST,,Borrow,-$6.31,,-$6.31,COMPLETE,Borrowing in Cash App,,Cash Balance
2026-02-26 13:55:36 CST,,Borrow,-$4.40,,-$4.40,COMPLETE,Borrowing in Cash App,,Cash Balance
2026-02-26 13:53:30 CST,#D-VJD6NLO8,P2P,-$15.00,$0.00,-$15.00,COMPLETE,food,Zaitullah Khebarkhil,Cash Balance
2026-02-26 13:52:37 CST,,Borrow,$25.03,,$25.03,COMPLETE,Borrowing in Cash App,,Cash Balance
2026-02-26 13:51:49 CST,,,-$1.20,,-$1.20,COMPLETE,Afterpay,,Cash Balance
2026-02-26 13:50:43 CST,,Savings Internal Transfer,-$7.51,$0.00,-$7.51,COMPLETE,Savings,,Cash Balance
2026-02-26 13:49:59 CST,,,-$6.27,,-$6.27,COMPLETE,Afterpay,,Cash Balance
2026-02-26 13:49:47 CST,,,-$6.27,,-$6.27,COMPLETE,Afterpay,,Cash Balance
2026-02-26 13:49:34 CST,,,-$5.34,,-$5.34,COMPLETE,Afterpay,,Cash Balance
2026-02-26 13:49:18 CST,,,-$12.48,,-$12.48,COMPLETE,Afterpay,,Cash Balance
2026-02-26 13:42:57 CST,#D-ZLD64VKZ,P2P,-$100.00,$0.00,-$100.00,COMPLETE,payment,Lisa English,Cash Balance
2026-02-26 09:46:42 CST,,,-$6.96,,-$6.96,COMPLETE,Afterpay,,Cash Balance
2026-02-26 09:08:39 CST,,,-$6.09,,-$6.09,COMPLETE,Afterpay,,Cash Balance
2026-02-26 08:51:14 CST,,Cash Card,-$20.00,$0.00,-$20.00,COMPLETE,OPENAI *CHATGPT SUBSCR,,Cash Balance
2026-02-26 07:24:08 CST,,,-$0.27,$0.00,-$0.27,COMPLETE,Savings,,Cash Balance
2026-02-26 01:39:22 CST,,,-$0.63,$0.00,-$0.63,COMPLETE,Savings,,Cash Balance
2026-02-25 20:44:19 CST,,Savings Internal Transfer,-$1.68,$0.00,-$1.68,COMPLETE,Savings,,Cash Balance
2026-02-25 20:44:08 CST,,,$168.98,$0.00,$168.98,COMPLETE,CN326788   ZECK' PAYROLL,,Cash Balance
2026-02-25 17:59:30 CST,,Cash Card,-$24.60,$0.00,-$24.60,FAILED,APPLE.COM/BILL,,Cash Balance
2026-02-25 16:00:07 CST,ST$_MARQETA_CARD_019c91d7-9347-7d57-b08f-8d03a8f1565f,Overdraft,$1.41,$0.00,$1.41,COMPLETE,non-repayment update,,Cash Balance
2026-02-25 15:56:19 CST,,,-$0.40,$0.00,-$0.40,COMPLETE,Savings,,Cash Balance
2026-02-25 15:29:06 CST,,,-$0.98,$0.00,-$0.98,COMPLETE,Savings,,Cash Balance
2026-02-25 14:45:04 CST,,Cash Card,-$4.90,$0.00,-$4.90,COMPLETE,BP#2084000TWIN BROTHER F,,Cash Balance
2026-02-25 14:39:52 CST,,Cash Card,-$39.57,$0.00,-$39.57,FAILED,0044-EVANSVILLE,,Cash Balance
2026-02-25 14:26:05 CST,,Cash Card,-$6.73,$0.00,-$6.73,COMPLETE,CVS/PHARMACY #07045,,Cash Balance
2026-02-25 12:58:21 CST,586056683010185,Withdrawal,-$20.00,$0.00,-$20.00,COMPLETE,Cash Out,,Visa debit 0943
2026-02-25 12:12:12 CST,,,$26.47,,$26.47,COMPLETE,Afterpay,,Cash Balance
2026-02-25 11:53:32 CST,,,-$0.53,$0.00,-$0.53,COMPLETE,Savings,,Cash Balance
2026-02-25 11:46:45 CST,,Cash Card,-$26.47,$0.00,-$26.47,COMPLETE,"Tesla, Inc. SUPERCHARGER",,Cash Balance
2026-02-25 09:50:49 CST,,Cash Card,-$21.99,$0.00,-$21.99,COMPLETE,HUCK'S,,Cash Balance
2026-02-25 09:46:52 CST,,Cash Card,-$12.02,$0.00,-$12.02,COMPLETE,TESLA SUPERCHARGER US,,Cash Balance
2026-02-25 05:46:06 CST,ST$_MARQETA_CARD_019c912d-7e36-741c-9ef0-64ebf4d4afb7,Overdraft,$9.43,$0.00,$9.43,COMPLETE,non-repayment update,,Cash Balance
2026-02-25 05:46:06 CST,,,-$0.41,$0.00,-$0.41,COMPLETE,Savings,,Cash Balance
2026-02-25 04:22:54 CST,,,-$0.25,$0.00,-$0.25,COMPLETE,Savings,,Cash Balance
2026-02-25 04:05:20 CST,,,$35.00,,$35.00,COMPLETE,Afterpay,,Cash Balance
2026-02-25 04:03:07 CST,#D-6RE84RV2,P2P,-$10.00,$0.00,-$10.00,COMPLETE,loan,Lisa English,Cash Balance
2026-02-25 03:52:05 CST,,Cash Card,-$25.00,$0.00,-$25.00,COMPLETE,SUNOCO 8002146201,,Cash Balance
2026-02-25 02:47:17 CST,,,-$0.99,$0.00,-$0.99,COMPLETE,Savings,,Cash Balance
2026-02-25 02:02:49 CST,,Cash Card,-$10.37,$0.00,-$10.37,COMPLETE,HUCK'S,,Cash Balance
2026-02-24 22:49:34 CST,ST$_MARQETA_CARD_019c9097-8ccc-74a5-947a-0a81b34644a7,Overdraft,$3.98,$0.00,$3.98,COMPLETE,non-repayment update,,Cash Balance
2026-02-24 22:49:34 CST,,,-$0.78,$0.00,-$0.78,COMPLETE,Savings,,Cash Balance
2026-02-24 22:11:41 CST,,Cash Card,-$16.60,$0.00,-$16.60,COMPLETE,SHELL/SHELL,,Cash Balance
2026-02-24 20:53:05 CST,,Cash Card,-$13.01,$0.00,-$13.01,COMPLETE,PETERSBURG FOOD MART,,Cash Balance
2026-02-24 19:47:55 CST,#D-P5QN8LL5,P2P,-$35.00,$0.00,-$35.00,COMPLETE,gas,Lisa English,Cash Balance
2026-02-24 19:38:25 CST,,Borrow,-$6.31,,-$6.31,COMPLETE,Borrowing in Cash App,,Cash Balance
2026-02-24 19:27:01 CST,,Cash Card,-$18.75,$0.00,-$18.75,COMPLETE,IRS PTIN  FEE  PAYMENT,,Cash Balance
2026-02-24 19:20:11 CST,,,$0.10,,$0.10,COMPLETE,Afterpay,,Cash Balance
2026-02-24 19:20:04 CST,,,$0.16,,$0.16,COMPLETE,Afterpay,,Cash Balance
2026-02-24 19:19:54 CST,,,-$4.79,,-$4.79,COMPLETE,Afterpay,,Cash Balance
2026-02-24 19:19:43 CST,,,$0.03,,$0.03,COMPLETE,Afterpay,,Cash Balance
2026-02-24 19:19:34 CST,,,-$8.06,,-$8.06,COMPLETE,Afterpay,,Cash Balance
2026-02-24 19:19:17 CST,,,-$4.59,,-$4.59,COMPLETE,Afterpay,,Cash Balance
2026-02-24 19:19:14 CST,,,$0.03,,$0.03,COMPLETE,Afterpay,,Cash Balance
2026-02-24 19:18:53 CST,,,-$5.15,,-$5.15,COMPLETE,Afterpay,,Cash Balance
2026-02-24 19:18:39 CST,,,-$4.80,,-$4.80,COMPLETE,Afterpay,,Cash Balance
2026-02-24 19:18:26 CST,,,-$8.96,,-$8.96,COMPLETE,Afterpay,,Cash Balance
2026-02-24 19:16:04 CST,,,$0.24,,$0.24,COMPLETE,Afterpay,,Cash Balance
2026-02-24 19:15:59 CST,,,-$14.38,,-$14.38,COMPLETE,Afterpay,,Cash Balance
2026-02-24 19:15:13 CST,ST$_MO_n2tfbbptqya45h6zym5cqt-0002,Overdraft,-$9.40,$0.00,-$9.40,COMPLETE,repayment,,Cash Balance
2026-02-24 19:15:12 CST,,Deposits,$231.00,$0.00,$231.00,COMPLETE,Add Cash,,Visa debit 0943
2026-02-24 17:25:59 CST,,Cash Card,-$18.75,$0.00,-$18.75,FAILED,IRS PTIN  FEE  PAYMENT,,Cash Balance
2026-02-24 16:49:10 CST,,,-$15.99,$0.00,-$15.99,COMPLETE,FREETAXUSACOM,,Cash Balance
2026-02-24 16:44:03 CST,ST$_PE_tnd8ms13hrz03w0jh8c2st-0001,Overdraft,-$9.43,$0.00,-$9.43,COMPLETE,repayment,,Cash Balance
2026-02-24 16:44:00 CST,#D-OVQP6VPD,P2P,$20.00,$0.00,$20.00,COMPLETE,gas,Lisa English,Cash Balance
2026-02-24 13:43:23 CST,,,-$19.59,$0.00,-$19.59,COMPLETE,DD *DOORDASH MCDONALDS,,Cash Balance
2026-02-24 13:42:43 CST,,Cash Card,-$35.00,$0.00,-$35.00,COMPLETE,ZG * RENTAPPLICATION,,Cash Balance
2026-02-24 13:39:00 CST,,Borrow,-$3.28,,-$3.28,COMPLETE,Borrowing in Cash App,,Cash Balance
2026-02-24 13:38:24 CST,#D-JPJM75VO,P2P,$48.08,$0.00,$48.08,COMPLETE,loan,Lisa English,Cash Balance
2026-02-24 12:50:21 CST,#D-JPED4ZP2,P2P,-$7.00,$0.00,-$7.00,COMPLETE,ride,Lisa English,Cash Balance
2026-02-24 10:59:37 CST,,,-$18.22,$0.00,-$18.22,COMPLETE,LYFT   *RIDE TUE 10AM,,Cash Balance
2026-02-24 10:58:43 CST,,Borrow,-$2.40,,-$2.40,COMPLETE,Borrowing in Cash App,,Cash Balance
2026-02-24 10:53:15 CST,#D-OVJ9PXMM,P2P,$24.00,$0.00,$24.00,COMPLETE,ride,Lisa English,Cash Balance
2026-02-24 09:04:45 CST,,,-$34.55,,-$34.55,COMPLETE,Afterpay,,Cash Balance
2026-02-24 09:04:44 CST,,,-$7.60,,-$7.60,COMPLETE,Afterpay,,Cash Balance
2026-02-24 09:04:43 CST,,Deposits,$34.55,$0.00,$34.55,FAILED,Add Cash,,Mastercard debit 5228
2026-02-24 07:15:36 CST,,,-$0.59,$0.00,-$0.59,COMPLETE,Savings,,Cash Balance
2026-02-23 20:08:49 CST,,Cash Card,-$12.41,$0.00,-$12.41,COMPLETE,UBR* PENDING.UBER.COM,,Cash Balance
2026-02-23 19:23:59 CST,,Borrow,-$1.40,,-$1.40,COMPLETE,Borrowing in Cash App,,Cash Balance
2026-02-23 19:20:37 CST,,Deposits,$6.30,$0.00,$6.30,COMPLETE,Add Cash,,Visa debit 0943
2026-02-23 19:18:33 CST,#D-2D2NQPQD,P2P,$14.00,$0.00,$14.00,COMPLETE,I don’t know,Zaitullah Khebarkhil,Cash Balance
2026-02-23 16:44:48 CST,ST$_MARQETA_CARD_019c8827-9dc6-7043-a0bd-c5669124926d,Overdraft,$1.70,$0.00,$1.70,COMPLETE,non-repayment update,,Cash Balance
2026-02-23 11:28:40 CST,,Borrow,-$0.18,,-$0.18,COMPLETE,Borrowing in Cash App,,Cash Balance
2026-02-23 11:23:16 CST,#D-34VQDM9P,P2P,$1.88,$0.00,$1.88,COMPLETE,postage,Lisa English,Cash Balance
2026-02-23 11:10:11 CST,,Borrow,-$2.00,,-$2.00,COMPLETE,Borrowing in Cash App,,Cash Balance
2026-02-23 11:05:06 CST,306054615055992,Withdrawal,-$18.00,$0.00,-$18.00,COMPLETE,Cash Out,,Visa debit 0943
2026-02-23 11:04:10 CST,#D-MKJ2761K,P2P,$20.00,$0.00,$20.00,COMPLETE,I don’t know,Zaitullah Khebarkhil,Cash Balance
2026-02-23 11:01:27 CST,586054612867495,Withdrawal,-$52.74,$0.00,-$52.74,COMPLETE,Cash Out,,Visa debit 0943
2026-02-23 10:58:23 CST,ST$_BM_kry1pq45rhe82van5evz0b-0001,Overdraft,-$7.26,$0.00,-$7.26,COMPLETE,repayment,,Cash Balance
2026-02-23 10:58:23 CST,,Savings Internal Transfer,-$25.00,$0.00,-$25.00,COMPLETE,Savings,,Cash Balance
2026-02-23 07:49:32 CST,,Cash Card,-$24.60,$0.00,-$24.60,FAILED,APPLE.COM/BILL,,Cash Balance
2026-02-23 07:46:27 CST,,,$35.00,,$35.00,COMPLETE,Afterpay,,Cash Balance
2026-02-22 20:51:07 CST,,Cash Card,-$20.00,$0.00,-$20.00,FAILED,OPENAI *CHATGPT SUBSCR,,Cash Balance
2026-02-22 19:40:23 CST,,,-$15.99,$0.00,-$15.99,COMPLETE,FREETAXUSACOM,,Cash Balance
2026-02-22 19:39:48 CST,,Cash Card,-$15.99,$0.00,-$15.99,FAILED,FREETAXUSACOM,,Cash Balance
2026-02-22 15:58:45 CST,,,-$37.25,$0.00,-$37.25,COMPLETE,Cash Reward,,Cash Balance
2026-02-22 15:54:12 CST,,Borrow,$24.04,,$24.04,COMPLETE,Borrowing in Cash App,,Cash Balance
2026-02-22 15:08:34 CST,,Cash Card,-$35.00,$0.00,-$35.00,COMPLETE,ZG * RENTAPPLICATION,,Cash Balance
2026-02-22 14:59:54 CST,,Borrow,-$3.50,,-$3.50,COMPLETE,Borrowing in Cash App,,Cash Balance
2026-02-22 14:54:29 CST,#D-34VEMDQP,P2P,$35.00,$0.00,$35.00,COMPLETE,zillow,Lisa English,Cash Balance
2026-02-22 14:44:58 CST,#D-P57MPQQ5,P2P,-$64.00,$0.00,-$64.00,COMPLETE,hotel,Zaitullah Khebarkhil,Cash Balance
2026-02-22 14:44:11 CST,#D-6RPG39L2,P2P,-$1.00,$0.00,-$1.00,COMPLETE,hey,Zaitullah Khebarkhil,Cash Balance
2026-02-22 14:43:08 CST,#D-N2734EPO,P2P,-$49.00,$0.00,-$49.00,COMPLETE,Anything,Lisa English,Cash Balance
2026-02-22 14:42:46 CST,#D-XNQMRVMG,P2P,-$10.00,$0.00,-$10.00,COMPLETE,Loan,Lisa English,Cash Balance
2026-02-22 14:42:16 CST,,Savings Internal Transfer,-$25.00,$0.00,-$25.00,COMPLETE,Savings,,Cash Balance
2026-02-22 14:41:26 CST,,,-$14.39,,-$14.39,COMPLETE,Afterpay,,Cash Balance
2026-02-22 14:41:17 CST,,,-$24.18,,-$24.18,COMPLETE,Afterpay,,Cash Balance
2026-02-22 14:40:56 CST,,,-$18.74,,-$18.74,COMPLETE,Afterpay,,Cash Balance
2026-02-22 14:40:26 CST,ST$_MO_krtbctk8skhv3dk7xyhqsr-0002,Overdraft,-$1.25,$0.00,-$1.25,COMPLETE,repayment,,Cash Balance
2026-02-22 14:40:26 CST,,Deposits,$233.00,$0.00,$233.00,COMPLETE,Add Cash,,Visa debit 0943
2026-02-22 11:04:44 CST,,,-$21.04,$0.00,-$21.04,COMPLETE,DD *DOORDASH MCDONALDS,,Cash Balance
2026-02-22 11:04:10 CST,,Deposits,$19.79,$0.00,$19.79,COMPLETE,Add Cash,,Visa debit 0943
2026-02-22 11:03:42 CST,,Cash App Pay Payment,-$21.04,,-$21.04,COMPLETE,$21.04 Payment At DoorDash,,Cash Balance
2026-02-22 10:45:08 CST,,Borrow,-$6.50,,-$6.50,COMPLETE,Borrowing in Cash App,,Cash Balance
2026-02-22 10:41:16 CST,356053600756794,Withdrawal,-$81.70,$0.00,-$81.70,COMPLETE,Cash Out,,Visa debit 0943
2026-02-22 10:40:46 CST,,,$0.00,$0.00,$0.00,COMPLETE,$0 Payment From Pool Status,Pool Status,Cash Balance
2026-02-22 10:40:46 CST,,,$25.00,$0.00,$25.00,COMPLETE,Add Cash,Pool Closed,Cash Balance
2026-02-22 10:39:27 CST,ST$_PE_dths8s5ehg9ftj8y0pncrz-0001,Overdraft,-$1.80,$0.00,-$1.80,COMPLETE,repayment,,Cash Balance
2026-02-22 10:39:23 CST,#D-P5M61861,P2P,$65.00,$0.00,$65.00,COMPLETE,hotal,Zaitullah Khebarkhil,Cash Balance
2026-02-22 05:16:58 CST,,Cash Card,-$14.62,$0.00,-$14.62,FAILED,TESLA SUPERCHARGER US,,Cash Balance
2026-02-22 05:16:56 CST,,Cash Card,-$14.62,$0.00,-$14.62,FAILED,TESLA SUPERCHARGER US,,Cash Balance
2026-02-22 04:21:04 CST,,Cash Card,-$32.07,$0.00,-$32.07,FAILED,ANYTIME MAILBOX,,Cash Balance
2026-02-22 04:06:15 CST,,Borrow,-$2.10,,-$2.10,COMPLETE,Borrowing in Cash App,,Cash Balance
2026-02-22 04:01:04 CST,,,-$20.50,$0.00,-$20.50,COMPLETE,"Tesla, Inc. SUPERCHARGER",,Cash Balance
2026-02-22 04:00:54 CST,ST$_PE_a736cf48gfv853dgknx71b-0001,Overdraft,-$0.20,$0.00,-$0.20,COMPLETE,repayment,,Cash Balance
2026-02-22 04:00:50 CST,#D-2DRME1EQ,P2P,$21.00,$0.00,$21.00,COMPLETE,supercharger Tesla,Zaitullah Khebarkhil,Cash Balance
2026-02-22 01:55:16 CST,,Cash Card,-$20.50,$0.00,-$20.50,FAILED,"Tesla, Inc. SUPERCHARGER",,Cash Balance
2026-02-22 01:55:14 CST,,Cash Card,-$20.50,$0.00,-$20.50,FAILED,"Tesla, Inc. SUPERCHARGER",,Cash Balance
2026-02-21 21:46:23 CST,,Cash Card,-$16.00,$0.00,-$16.00,FAILED,Audible,,Cash Balance
2026-02-21 11:08:51 CST,,Borrow,-$1.00,,-$1.00,COMPLETE,Borrowing in Cash App,,Cash Balance
2026-02-21 11:06:34 CST,,Borrow,-$1.14,,-$1.14,COMPLETE,Borrowing in Cash App,,Cash Balance
2026-02-21 11:03:54 CST,386052614331593,Withdrawal,-$9.00,$0.00,-$9.00,COMPLETE,Cash Out,,Visa debit 0943
2026-02-21 11:03:26 CST,#D-NMVKPRL9,P2P,$10.00,$0.00,$10.00,COMPLETE,loan,Lisa English,Cash Balance
2026-02-21 11:02:55 CST,386052613740060,Withdrawal,-$10.33,$0.00,-$10.33,COMPLETE,Cash Out,,Visa debit 0943
2026-02-21 11:01:10 CST,#D-NMVKZO7Q,P2P,$11.47,$0.00,$11.47,COMPLETE,total,Zaitullah Khebarkhil,Cash Balance
2026-02-21 10:51:05 CST,306052606640078,Withdrawal,-$47.16,$0.00,-$47.16,COMPLETE,Cash Out,,Visa debit 0943
2026-02-21 10:50:07 CST,,Savings Internal Transfer,-$0.25,$0.00,-$0.25,COMPLETE,Savings,,Cash Balance
2026-02-21 10:49:56 CST,,Savings Internal Transfer,-$10.00,$0.00,-$10.00,COMPLETE,Savings,,Cash Balance
2026-02-21 10:39:53 CST,,Borrow,-$5.00,,-$5.00,COMPLETE,Borrowing in Cash App,,Cash Balance
2026-02-21 10:34:31 CST,ST$_PE_1vpv100ydpjpywmj94mjpp-0001,Overdraft,-$8.09,$0.00,-$8.09,COMPLETE,repayment,,Cash Balance
2026-02-21 10:34:28 CST,#D-L5R9JMKG,P2P,$50.00,$0.00,$50.00,COMPLETE,total,Zaitullah Khebarkhil,Cash Balance
2026-02-21 09:06:36 CST,,Deposits,$18.74,$0.00,$18.74,FAILED,Add Cash,,Mastercard debit 5228
2026-02-21 08:35:57 CST,,Cash Card,-$20.50,$0.00,-$20.50,FAILED,"Tesla, Inc. SUPERCHARGER",,Cash Balance
2026-02-21 08:35:55 CST,,Cash Card,-$20.50,$0.00,-$20.50,FAILED,"Tesla, Inc. SUPERCHARGER",,Cash Balance
2026-02-21 03:25:55 CST,,,-$10.14,$0.00,-$10.14,COMPLETE,TESLA SUPERCHARGER US,,Cash Balance
2026-02-21 00:30:24 CST,,,-$8.15,$0.00,-$8.15,COMPLETE,UBR* PENDING.UBER.COM,,Cash Balance
