State,Done,Task,Due Date,Projects/Subprojects,Status,Priority,Created,Created By,Edited,Assignee,Quick Capture Box,Sub-Tasks,Parent Task,Start Date,Cold,Late,Parent Project,Priority Project,Sub-Task Count,Connection,Media,Updated,Kanban: Days,Kanban: Teams
😀,Yes,Reminder to pay Fcfcu,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,How's your website coming along?,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,"Upgrade your tech with 10% off, CARLOS",,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Screenshot_17-5-2024_93449_web.baconpay.com,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Explainer Videos for your business,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,"USPS® Expected Delivery on Monday, July 8, 2024 arriving by 9:00pm 9405830109355109672373",,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,5_17_2024,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Speechify - Your Subscription Has Been Cancelled,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Negotiate a fair price for summer home maintenance,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,All Earnings,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,statement_2023-06-01,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,A new invoice was created for Cody Rice-Velasquez (#000037),,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
🔴 Running Late,No,Set Session for Client Training and Awareness for Tax Requirements,"August 15, 2024 → August 15, 2024",,Not started,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:49 PM",Cody,No,,,,Yes,☠️ Late,,,,,,"March 6, 2025 7:49 PM",,
😀,Yes,Your linked smart garage is offline,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,You have 4 notifications about Matthew and others,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Bad Google review deletion,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,An invoice payment was made by Zaitullah Jan Khebarkhil! (#000029-R-0001),,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Business Proposal arTreve LLC partnership with Treve646 (1),,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,EAP APPLICATION,"June 12, 2024",,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,A Charging Payment is Needed,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,$236-Taxes,"July 28, 2024",,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Hi,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,BOI_Small_Compliance_Guide.v1.1-FINAL,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,completion certificate-Zoho Partner Agreement_US_Zoho Corporation,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Print and Package All Reports,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Go to USPS to get package,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Capital One Statement 03/24/2024,"July 2, 2024",,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 13, 2025 11:27 PM",Cody,No,,,"March 6, 2025",No,,,,,,,"March 13, 2025 11:27 PM",,
😀,Yes,"07052024_Dear Cody Rice, This is our second attempt to contact y","July 24, 2024",,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 13, 2025 11:30 PM",,No,,,,No,,,,,,,"March 13, 2025 11:30 PM",,
😀,Yes,Are you the Correct person?,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Half off your drink on Tuesday,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
🔴 Running Late,No,07192024_amazon,"July 28, 2024",,Not started,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:49 PM",,No,,,,Yes,☠️ Late,,,,,,"March 6, 2025 7:49 PM",,
😀,Yes,[OpenAI Developer Forum] Summary,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Verify your Google Account contact email address,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,"Your Amazon.com order of ""BIC Silky Touch Women's..."" has been canceled.",,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Initial Hearing 16-05.2024,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,BOIR_E-File_Online_Step-by-Step_Instructions,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Develop counterarguments for each claim presented by the plaintiff.,"June 17, 2024",,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Square Debit Card: Transaction Declined,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,"Step,Substep,Detail",,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,PNC External Transfers - Validate Your Email Address,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Zoho Partner Agreement_US_Zoho Corporation,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Trash Day,"July 17, 2024",,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",trevensio0@gmail.com,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Gutter Cleaning,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Prepare for court hearings and trial:,"June 27, 2024",,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Plan de marketing en redes sociales,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Estrategia Financiera,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,JB LLP - CONTRACTORS 2023_1099UPLOAD (1),,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Reach your customers this 4th,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Business Consultant: BioSpace and The Reynolds and Reynolds Company are hiring,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Your Vehicle Registration will expire tomorrow,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,RECOGER LOS DOCUMENTOS DE LA VENTA (CLIENTE),,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Task Template,"July 23, 2024",,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 13, 2025 11:30 PM",Cody,No,,,,No,,,,,,,"March 13, 2025 11:30 PM",,
😀,Yes,"Your Amazon.com order of ""Osilly Car Door Edge..."" and 3 more items has shipped!",,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Security alert for srv1.cody@gmail.com,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Transactions_MAY-DECEMBER2023 (2),,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Square Debit Card: Transaction Declined,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Change Furnace Filter,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
🔴 Running Late,No,Milestone Payment4A: 50~,"August 21, 2024 → August 21, 2024",,Not started,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:49 PM",Luis Munoz Altamirano,No,,,,Yes,☠️ Late,,,,,,"March 6, 2025 7:49 PM",,
😀,Yes,Payment declined: Update your information so we can ship your order,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Your funds are on hold due to a request,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,New activity in General Announcements,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Your Plus Trial is Running Out!,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,1718890538973110001_5,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Use Provided Contact Information for Queries: Contact the plaintiff's attorney or the court clerk for additional information or clarification.,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Articles of Organization for SRV1ne LLC,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,artrevellcCP575Notice_1699035133715,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Client Meeting,"July 10, 2024 → July 16, 2024",,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 13, 2025 11:27 PM","Cody, Luis Munoz Altamirano",No,,,,No,,,,,,,"March 13, 2025 11:27 PM",,
😀,Yes,Vianey Bistrain Hernandez,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,design,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Return 5267196001: Buyer shipped item,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Analyze the complaint for legal grounds and claims.,"June 13, 2024",,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,JUN_2024-JUL_2024,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,BOIR,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Proyecciones financieras,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,83f970ac2a18be9a4f7aab17601e5f003516418b6c9a4f8c22801151f6151a3b-2024-06-22-21-22-08,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Notification - Your  $203.00 to Cody Rice-Velasquez was sent,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Don’t miss out! Last chance to register for AWS live keynote,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,1. Complete 1065,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Cha-ching! Zaitullah Jan Khebarkhil sent you a payment,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Task Template,"July 26, 2024",,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 13, 2025 11:30 PM",Cody,No,,,,No,,,,,,,"March 13, 2025 11:30 PM",,
😀,Yes,"SRV Capital Holdings Inc._Captable_report_November 15, 2023",,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,desk-help-center-access,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Cody: Your June 2024 payment update is here!,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,"Your Amazon.com order of ""Booty Brand Booty Wipes for..."" has been canceled.",,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
😀,Yes,Hola wey,,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
🔴 Running Late,No,06282024_Consumer USA Inc.,"July 31, 2024",,Not started,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:49 PM",,No,,,,Yes,☠️ Late,,,,,,"March 6, 2025 7:49 PM",,
😀,Yes,"USPS® Shipping Label Created, USPS Awaiting Item 9407830109355002777678",,,Done,✨ Medium,"July 22, 2024 1:51 AM",Notion App,"March 6, 2025 7:50 PM",,No,,,,No,,,,,,,"March 6, 2025 7:50 PM",,
⚪,No,Zoho CRM for NGOs | Use Case - Zoho CRM,,,Not started,✨ Medium,"July 22, 2024 1:59 AM",Cody,"March 6, 2025 7:49 PM",,No,,,,No,,,,,,,"March 6, 2025 7:49 PM",,
⚪,No,Streamlining the vendor management and contract signing process in a travel industry | Use Cases - Zoho CRM,,,Not started,✨ Medium,"July 22, 2024 1:59 AM",Cody,"March 6, 2025 7:49 PM",,No,,,,No,,,,,,,"March 6, 2025 7:49 PM",,
⚪,No,Create Power Automate Flow to Update Google Sheet,,,Not started,✨ Medium,"September 8, 2024 11:23 PM",Cody,"March 6, 2025 7:58 PM",,No,,,,No,,,,,,,"March 6, 2025 7:58 PM",,
⚪,No,Test Python Script and Power Automate Integration,,,Not started,✨ Medium,"September 8, 2024 11:23 PM",Cody,"March 6, 2025 7:58 PM",,No,,,,No,,,,,,,"March 6, 2025 7:58 PM",,
⚪,No,Refine and Optimize the Workflow,,,Not started,✨ Medium,"September 8, 2024 11:23 PM",Cody,"March 6, 2025 7:58 PM",,No,,,,No,,,,,,,"March 6, 2025 7:58 PM",,
⚪,No,1. Prepare the Python Script,,,Not started,✨ Medium,"September 8, 2024 11:32 PM",Cody,"March 6, 2025 7:58 PM",,No,,,,No,,,,,,,"March 6, 2025 7:58 PM",,
⚪,No,Create Flow for File,,,Not started,✨ Medium,"September 8, 2024 11:35 PM",Cody,"March 6, 2025 7:58 PM",,No,,,,No,,,,,,,"March 6, 2025 7:58 PM",,
⚪,No,B. Integrate with Python Script,,,Not started,✨ Medium,"September 8, 2024 11:35 PM",Cody,"March 6, 2025 7:58 PM",,No,,,,No,,,,,,,"March 6, 2025 7:58 PM",,
⚪,No,C. Monitor Folder B and Process Files,,,Not started,✨ Medium,"September 8, 2024 11:36 PM",Cody,"March 6, 2025 7:58 PM",,No,,,,No,,,,,,,"March 6, 2025 7:58 PM",,
⚪,No,D. Log Metadata in Google Sheets,,,Not started,✨ Medium,"September 8, 2024 11:37 PM",Cody,"March 6, 2025 7:58 PM",,No,,,,No,,,,,,,"March 6, 2025 7:58 PM",,
⚪,No,CA_Chap7_Bankruptcy_Pet.pdf,,,Not started,✨ Medium,"September 9, 2024 4:25 AM",Zoho Flow,"March 6, 2025 7:58 PM",,No,,,,No,,,,,,,"March 6, 2025 7:58 PM",,
⚪,No,CA_Chap7_Bankruptcy_Pet.pdf,,,Not started,✨ Medium,"September 9, 2024 4:27 AM",Zoho Flow,"March 6, 2025 7:58 PM",,No,,,,No,,,,,,,"March 6, 2025 7:58 PM",,
⚪,No,CA_Chap7_Bankruptcy_Pet.pdf,,,Not started,✨ Medium,"September 9, 2024 4:32 AM",Zoho Flow,"March 6, 2025 7:58 PM",,No,,,,No,,,,,,,"March 6, 2025 7:58 PM",,
⚪,No,SRVGroup_Cliente_Manual_TOC_S.pdf,,,Not started,✨ Medium,"September 9, 2024 4:42 AM",Zoho Flow,"March 6, 2025 7:58 PM",,No,,,,No,,,,,,,"March 6, 2025 7:58 PM",,
⚪,No,SRVGroup_Cliente_Manual_TOC_S.txt,,,Not started,✨ Medium,"September 9, 2024 4:42 AM",Zoho Flow,"March 6, 2025 7:58 PM",,No,,,,No,,,,,,,"March 6, 2025 7:58 PM",,
⚪,No,PaymentConfirmation_6481378335_SRV1.pdf,,,Not started,✨ Medium,"September 9, 2024 4:43 AM",Zoho Flow,"March 6, 2025 7:58 PM",,No,,,,No,,,,,,,"March 6, 2025 7:58 PM",,
⚪,No,Finance,,,In progress,✨ Medium,"September 9, 2024 5:03 AM",Cody,"March 6, 2025 7:58 PM",,No,,,"March 6, 2025",No,,,,,,,"March 6, 2025 7:58 PM",,
⚪,No,Office Pride HR Implementation Project,,,In progress,✨ Medium,"September 9, 2024 5:06 AM",Cody,"March 6, 2025 7:58 PM",,No,,,"March 6, 2025",No,,,,,,,"March 6, 2025 7:58 PM",,
⚪,No,Business,,,In progress,✨ Medium,"September 9, 2024 5:07 AM",Cody,"March 6, 2025 7:58 PM",,No,,,"March 6, 2025",No,,,,,,,"March 6, 2025 7:58 PM",,
⚪,No,Child_Travel_Authorization_Details_May202.jpg,,,Not started,✨ Medium,"September 9, 2024 5:43 AM",Zoho Flow,"March 6, 2025 7:58 PM",,No,,,,No,,,,,,,"March 6, 2025 7:58 PM",,
⚪,No,zahaek_cone_lappland_ey.txt,,,Not started,✨ Medium,"September 9, 2024 5:47 AM",Zoho Flow,"March 6, 2025 7:58 PM",,No,,,,No,,,,,,,"March 6, 2025 7:58 PM",,
⚪,No,zahaek_cone_lappland_ey.txt,,,Not started,✨ Medium,"September 9, 2024 5:48 AM",Zoho Flow,"March 6, 2025 7:58 PM",,No,,,,No,,,,,,,"March 6, 2025 7:58 PM",,
⚪,No,CertifiedCopy_Resolution_PNCBank_Account.jpg,,,Not started,✨ Medium,"September 9, 2024 5:53 AM",Zoho Flow,"March 6, 2025 7:58 PM",,No,,,,No,,,,,,,"March 6, 2025 7:58 PM",,
⚪,No,IndianaDeptRev_NoticeFailureToFile_SenateA.txt,,,Not started,✨ Medium,"September 9, 2024 5:53 AM",Zoho Flow,"March 6, 2025 7:58 PM",,No,,,,No,,,,,,,"March 6, 2025 7:58 PM",,
⚪,No,DavidsonCnty_CriminalHist_Velasquez.txt,,,Not started,✨ Medium,"September 9, 2024 5:53 AM",Zoho Flow,"March 6, 2025 7:58 PM",,No,,,,No,,,,,,,"March 6, 2025 7:58 PM",,
⚪,No,Business_Recovery_Plan_Investment_20240909-022643_8eb5f7ce.txt,,,Not started,✨ Medium,"September 9, 2024 5:53 AM",Zoho Flow,"March 6, 2025 7:58 PM",,No,,,,No,,,,,,,"March 6, 2025 7:58 PM",,
⚪,No,Enhan_Rice-Velasquez_Facebook.pdf,,,Not started,✨ Medium,"September 9, 2024 5:53 AM",Zoho Flow,"March 6, 2025 7:58 PM",,No,,,,No,,,,,,,"March 6, 2025 7:58 PM",,
⚪,No,file_name_pattern_of_text.jpg,,,Not started,✨ Medium,"September 9, 2024 5:58 AM",Zoho Flow,"March 6, 2025 7:58 PM",,No,,,,No,,,,,,,"March 6, 2025 7:58 PM",,
⚪,No,IRS_Notice_CPS67_August_.jpg,,,Not started,✨ Medium,"September 9, 2024 5:58 AM",Zoho Flow,"March 6, 2025 7:58 PM",,No,,,,No,,,,,,,"March 6, 2025 7:58 PM",,
⚪,No,Marion_County_Summons_49C.pdf,,,Not started,✨ Medium,"September 9, 2024 5:58 AM",Zoho Flow,"March 6, 2025 7:58 PM",,No,,,,No,,,,,,,"March 6, 2025 7:58 PM",,
⚪,No,SmallClaimsManual2024_IndianaOfficeCourtServices.pdf,,,Not started,✨ Medium,"September 9, 2024 5:58 AM",Zoho Flow,"March 6, 2025 7:58 PM",,No,,,,No,,,,,,,"March 6, 2025 7:58 PM",,
⚪,No,Random_Text_Excerpt_Elements_English.jpg,,,Not started,✨ Medium,"September 9, 2024 5:58 AM",Zoho Flow,"March 6, 2025 7:58 PM",,No,,,,No,,,,,,,"March 6, 2025 7:58 PM",,
⚪,No,wisdom_for_the_brave_introduction.docx,,,Not started,✨ Medium,"September 9, 2024 5:58 AM",Zoho Flow,"March 6, 2025 7:58 PM",,No,,,,No,,,,,,,"March 6, 2025 7:58 PM",,
⚪,No,Lyft_Earnings_Summary_Apr_.txt,,,Not started,✨ Medium,"September 9, 2024 5:58 AM",Zoho Flow,"March 6, 2025 7:58 PM",,No,,,,No,,,,,,,"March 6, 2025 7:58 PM",,
⚪,No,IRS_CP567_Aug12_2024_Reference.txt,,,Not started,✨ Medium,"September 9, 2024 5:58 AM",Zoho Flow,"March 6, 2025 7:58 PM",,No,,,,No,,,,,,,"March 6, 2025 7:58 PM",,
⚪,No,Postal_Service_Eagle_Creek_Tracking_Info.jpg,,,Not started,✨ Medium,"September 9, 2024 5:58 AM",Zoho Flow,"March 6, 2025 7:58 PM",,No,,,,No,,,,,,,"March 6, 2025 7:58 PM",,
⚪,No,Nelson_Cooper_Ortiz_L.txt,,,Not started,✨ Medium,"September 9, 2024 5:58 AM",Zoho Flow,"March 6, 2025 7:58 PM",,No,,,,No,,,,,,,"March 6, 2025 7:58 PM",,
⚪,No,Lyft_WeeklySummary_May6-12.pdf,,,Not started,✨ Medium,"September 9, 2024 5:58 AM",Zoho Flow,"March 6, 2025 7:58 PM",,No,,,,No,,,,,,,"March 6, 2025 7:58 PM",,
